id,image_path_html,polygon,label,score,countertop_polygon,above_or_below_countertop,height_width_ratio,container_height,container_width,neighbors,anchor_neighbors,description
16,images/kitchen/2_segmented_sun_aweljlnoktycguee.jpg,"[[327, 38], [308, 43], [312, 139], [328, 138]]",cabinet door,0.327,"[[0, 196], [494, 196], [494, 512], [0, 512]]",above,5.05,101.0,20.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","Container id 16, is a ""cabinet door"", it is above the countertop, and the ratio between its height and width is 5.05."
17,images/kitchen/2_segmented_sun_aweljlnoktycguee.jpg,"[[277, 201], [277, 218], [295, 221], [296, 205], [290, 202]]",drawer,0.305,"[[0, 196], [494, 196], [494, 512], [0, 512]]",below,1.053,20.0,19.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","Container id 17, is a ""drawer"", it is below the countertop, and the ratio between its height and width is 1.053."
18,images/kitchen/24_segmented_sun_amvbtnpxujkswvfn.jpg,"[[733, 95], [694, 111], [694, 235], [737, 233]]",cabinet door,0.451,"[[0, 266], [800, 266], [800, 591], [0, 591]]",above,3.256,140.0,43.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": 22, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","Container id 18, is a ""cabinet door"", it is above the countertop, and the ratio between its height and width is 3.256. Moreover, the order relation between this container and the others is: to the right of it there is the container id 22."
19,images/kitchen/24_segmented_sun_amvbtnpxujkswvfn.jpg,"[[478, 158], [476, 229], [506, 231], [508, 159]]",cabinet door,0.485,"[[0, 266], [800, 266], [800, 591], [0, 591]]",above,2.281,73.0,32.0,"{""above"": null, ""below"": null, ""left"": 28, ""right"": 40, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","Container id 19, is a ""cabinet door"", it is above the countertop, and the ratio between its height and width is 2.281. Moreover, the order relation between this container and the others is: to the left of it there is the container id 28, to the right of it there is the container id 40."
20,images/kitchen/24_segmented_sun_amvbtnpxujkswvfn.jpg,"[[578, 157], [548, 159], [548, 231], [580, 229]]",cabinet door,0.472,"[[0, 266], [800, 266], [800, 591], [0, 591]]",above,2.312,74.0,32.0,"{""above"": null, ""below"": null, ""left"": 40, ""right"": 27, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": ""sink"", ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": ""sink""}","Container id 20, is a ""cabinet door"", it is above the countertop, and the ratio between its height and width is 2.312. Moreover, the order relation between this container and the others is: to the left of it there is the container id 40, to the right of it there is the container id 27. Also, here is the order relation between this container and the anchors in the kitchen: below it there is a sink, at the bottom-right of it there is a sink."
21,images/kitchen/24_segmented_sun_amvbtnpxujkswvfn.jpg,"[[332, 160], [331, 230], [361, 232], [362, 160]]",cabinet door,0.487,"[[0, 266], [800, 266], [800, 591], [0, 591]]",above,2.323,72.0,31.0,"{""above"": null, ""below"": null, ""left"": 32, ""right"": 25, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": ""microwave"", ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","Container id 21, is a ""cabinet door"", it is above the countertop, and the ratio between its height and width is 2.323. Moreover, the order relation between this container and the others is: to the left of it there is the container id 32, to the right of it there is the container id 25. Also, here is the order relation between this container and the anchors in the kitchen: to the right of it there is a microwave."
22,images/kitchen/24_segmented_sun_amvbtnpxujkswvfn.jpg,"[[799, 69], [738, 95], [740, 236], [799, 239]]",cabinet door,0.443,"[[0, 266], [800, 266], [800, 591], [0, 591]]",above,2.787,170.0,61.0,"{""above"": null, ""below"": null, ""left"": 18, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": ""electronic kettle"", ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","Container id 22, is a ""cabinet door"", it is above the countertop, and the ratio between its height and width is 2.787. Moreover, the order relation between this container and the others is: to the left of it there is the container id 18. Also, here is the order relation between this container and the anchors in the kitchen: below it there is a electronic kettle."
23,images/kitchen/24_segmented_sun_amvbtnpxujkswvfn.jpg,"[[527, 273], [527, 332], [564, 333], [565, 275]]",cabinet door,0.317,"[[0, 266], [800, 266], [800, 591], [0, 591]]",below,1.579,60.0,38.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": ""sink"", ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","Container id 23, is a ""cabinet door"", it is below the countertop, and the ratio between its height and width is 1.579. Also, here is the order relation between this container and the anchors in the kitchen: above it there is a sink."
24,images/kitchen/24_segmented_sun_amvbtnpxujkswvfn.jpg,"[[259, 161], [231, 163], [233, 232], [261, 229]]",cabinet door,0.457,"[[0, 266], [800, 266], [800, 591], [0, 591]]",above,2.367,71.0,30.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": 34, ""top_left"": 35, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": ""toaster"", ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","Container id 24, is a ""cabinet door"", it is above the countertop, and the ratio between its height and width is 2.367. Moreover, the order relation between this container and the others is: to the right of it there is the container id 34, at the top-left of it there is the container id 35. Also, here is the order relation between this container and the anchors in the kitchen: below it there is a toaster."
25,images/kitchen/24_segmented_sun_amvbtnpxujkswvfn.jpg,"[[401, 159], [367, 160], [368, 197], [402, 196]]",cabinet door,0.48,"[[0, 266], [800, 266], [800, 591], [0, 591]]",above,1.086,38.0,35.0,"{""above"": null, ""below"": null, ""left"": 21, ""right"": 26, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": ""microwave"", ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","Container id 25, is a ""cabinet door"", it is above the countertop, and the ratio between its height and width is 1.086. Moreover, the order relation between this container and the others is: to the left of it there is the container id 21, to the right of it there is the container id 26. Also, here is the order relation between this container and the anchors in the kitchen: below it there is a microwave."
26,images/kitchen/24_segmented_sun_amvbtnpxujkswvfn.jpg,"[[404, 159], [404, 197], [437, 197], [438, 159]]",cabinet door,0.478,"[[0, 266], [800, 266], [800, 591], [0, 591]]",above,1.118,38.0,34.0,"{""above"": null, ""below"": null, ""left"": 25, ""right"": 28, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": ""microwave"", ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","Container id 26, is a ""cabinet door"", it is above the countertop, and the ratio between its height and width is 1.118. Moreover, the order relation between this container and the others is: to the left of it there is the container id 25, to the right of it there is the container id 28. Also, here is the order relation between this container and the anchors in the kitchen: below it there is a microwave."
27,images/kitchen/24_segmented_sun_amvbtnpxujkswvfn.jpg,"[[600, 149], [585, 155], [589, 232], [599, 231]]",cabinet door,0.407,"[[0, 266], [800, 266], [800, 591], [0, 591]]",above,5.533,83.0,15.0,"{""above"": null, ""below"": null, ""left"": 20, ""right"": 30, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": ""dish"", ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": ""sink"", ""bottom_right"": ""sink""}","Container id 27, is a ""cabinet door"", it is above the countertop, and the ratio between its height and width is 5.533. Moreover, the order relation between this container and the others is: to the left of it there is the container id 20, to the right of it there is the container id 30. Also, here is the order relation between this container and the anchors in the kitchen: below it there is a dish, at the bottom-left of it there is a sink, at the bottom-right of it there is a sink."
28,images/kitchen/24_segmented_sun_amvbtnpxujkswvfn.jpg,"[[444, 158], [442, 230], [474, 231], [474, 159]]",cabinet door,0.49,"[[0, 266], [800, 266], [800, 591], [0, 591]]",above,2.281,73.0,32.0,"{""above"": null, ""below"": null, ""left"": 26, ""right"": 19, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": ""microwave"", ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","Container id 28, is a ""cabinet door"", it is above the countertop, and the ratio between its height and width is 2.281. Moreover, the order relation between this container and the others is: to the left of it there is the container id 26, to the right of it there is the container id 19. Also, here is the order relation between this container and the anchors in the kitchen: to the left of it there is a microwave."
29,images/kitchen/24_segmented_sun_amvbtnpxujkswvfn.jpg,"[[111, 103], [119, 186], [139, 191], [140, 115]]",cabinet door,0.327,"[[0, 266], [800, 266], [800, 591], [0, 591]]",above,3.034,88.0,29.0,"{""above"": 38, ""below"": null, ""left"": null, ""right"": 33, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","Container id 29, is a ""cabinet door"", it is above the countertop, and the ratio between its height and width is 3.034. Moreover, the order relation between this container and the others is: above it there is the container id 38, to the right of it there is the container id 33."
30,images/kitchen/24_segmented_sun_amvbtnpxujkswvfn.jpg,"[[624, 149], [616, 156], [602, 154], [602, 233], [630, 229], [633, 179]]",cabinet door,0.398,"[[0, 266], [800, 266], [800, 591], [0, 591]]",above,2.71,84.0,31.0,"{""above"": null, ""below"": null, ""left"": 27, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": ""sink"", ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": ""dish"", ""bottom_right"": null}","Container id 30, is a ""cabinet door"", it is above the countertop, and the ratio between its height and width is 2.71. Moreover, the order relation between this container and the others is: to the left of it there is the container id 27. Also, here is the order relation between this container and the anchors in the kitchen: below it there is a sink, at the bottom-left of it there is a dish."
31,images/kitchen/24_segmented_sun_amvbtnpxujkswvfn.jpg,"[[173, 127], [171, 180], [199, 184], [199, 141]]",cabinet door,0.395,"[[0, 266], [800, 266], [800, 591], [0, 591]]",above,2.036,57.0,28.0,"{""above"": null, ""below"": null, ""left"": 33, ""right"": 35, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","Container id 31, is a ""cabinet door"", it is above the countertop, and the ratio between its height and width is 2.036. Moreover, the order relation between this container and the others is: to the left of it there is the container id 33, to the right of it there is the container id 35."
32,images/kitchen/24_segmented_sun_amvbtnpxujkswvfn.jpg,"[[299, 160], [299, 230], [328, 231], [328, 161]]",cabinet door,0.488,"[[0, 266], [800, 266], [800, 591], [0, 591]]",above,2.448,71.0,29.0,"{""above"": null, ""below"": null, ""left"": 34, ""right"": 21, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","Container id 32, is a ""cabinet door"", it is above the countertop, and the ratio between its height and width is 2.448. Moreover, the order relation between this container and the others is: to the left of it there is the container id 34, to the right of it there is the container id 21."
33,images/kitchen/24_segmented_sun_amvbtnpxujkswvfn.jpg,"[[144, 113], [143, 190], [166, 195], [168, 124]]",cabinet door,0.388,"[[0, 266], [800, 266], [800, 591], [0, 591]]",above,3.28,82.0,25.0,"{""above"": null, ""below"": null, ""left"": 29, ""right"": 31, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","Container id 33, is a ""cabinet door"", it is above the countertop, and the ratio between its height and width is 3.28. Moreover, the order relation between this container and the others is: to the left of it there is the container id 29, to the right of it there is the container id 31."
34,images/kitchen/24_segmented_sun_amvbtnpxujkswvfn.jpg,"[[292, 159], [262, 162], [266, 232], [294, 230]]",cabinet door,0.479,"[[0, 266], [800, 266], [800, 591], [0, 591]]",above,2.281,73.0,32.0,"{""above"": null, ""below"": null, ""left"": 24, ""right"": 32, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": ""toaster"", ""bottom_right"": null}","Container id 34, is a ""cabinet door"", it is above the countertop, and the ratio between its height and width is 2.281. Moreover, the order relation between this container and the others is: to the left of it there is the container id 24, to the right of it there is the container id 32. Also, here is the order relation between this container and the anchors in the kitchen: at the bottom-left of it there is a toaster."
35,images/kitchen/24_segmented_sun_amvbtnpxujkswvfn.jpg,"[[201, 139], [201, 185], [219, 191], [222, 187], [221, 144]]",cabinet door,0.392,"[[0, 266], [800, 266], [800, 591], [0, 591]]",above,2.476,52.0,21.0,"{""above"": null, ""below"": null, ""left"": 31, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": 24}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","Container id 35, is a ""cabinet door"", it is above the countertop, and the ratio between its height and width is 2.476. Moreover, the order relation between this container and the others is: to the left of it there is the container id 31, at the bottom-right of it there is the container id 24."
36,images/kitchen/24_segmented_sun_amvbtnpxujkswvfn.jpg,"[[732, 323], [733, 323]]",drawer,0.329,"[[0, 266], [800, 266], [800, 591], [0, 591]]",below,0.0,0.0,1.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","Container id 36, is a ""drawer"", it is below the countertop, and the ratio between its height and width is 0.0."
37,images/kitchen/24_segmented_sun_amvbtnpxujkswvfn.jpg,"[[676, 308], [675, 330], [736, 353], [737, 331], [726, 326], [727, 320]]",cabinet door,0.329,"[[0, 266], [800, 266], [800, 591], [0, 591]]",below,0.726,45.0,62.0,"{""above"": null, ""below"": 39, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": ""dishwasher"", ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","Container id 37, is a ""cabinet door"", it is below the countertop, and the ratio between its height and width is 0.726. Moreover, the order relation between this container and the others is: below it there is the container id 39. Also, here is the order relation between this container and the anchors in the kitchen: to the left of it there is a dishwasher."
38,images/kitchen/24_segmented_sun_amvbtnpxujkswvfn.jpg,"[[111, 97], [119, 187], [140, 191], [140, 113]]",drawer,0.374,"[[0, 266], [800, 266], [800, 591], [0, 591]]",above,3.241,94.0,29.0,"{""above"": null, ""below"": 29, ""left"": null, ""right"": 33, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","Container id 38, is a ""drawer"", it is above the countertop, and the ratio between its height and width is 3.241. Moreover, the order relation between this container and the others is: below it there is the container id 29, to the right of it there is the container id 33."
