id,short_id,image_path_html,polygon,label,score,countertop_polygon,above_or_below_countertop,height_width_ratio,container_height,container_width,neighbors,anchor_neighbors,distance_from_anchors,angle_from_anchors,similar_neighbors,updated_label,most_close_to_anchors,description
208,11,images/kitchen/12_segmented_sun_afwaivvfezladsbj.jpg,"[[548, 550], [551, 673], [684, 639], [682, 548]]",cabinet door,0.339,"[[0, 478], [1280, 478], [1280, 960], [0, 960]]",below,0.919,125.0,136.0,"{""above"": null, ""below"": null, ""left"": 204, ""right"": 205, ""top_left"": 201, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'dish': 0.3411, 'coffee machine': 0.3015, 'oven': 0.341, 'sink': 0.3684}","{'dish': 358.42, 'coffee machine': 354.59, 'oven': 350.44, 'sink': 342.53}",[],cabinet door,{},"Container id 11, is a ""cabinet door"" below the countertop."
209,12,images/kitchen/12_segmented_sun_afwaivvfezladsbj.jpg,"[[367, 511], [238, 524], [237, 566], [366, 550]]",drawer,0.378,"[[0, 478], [1280, 478], [1280, 960], [0, 960]]",below,0.423,55.0,130.0,"{""above"": null, ""below"": 198, ""left"": 203, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": 207, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'dish': 0.5383, 'coffee machine': 0.4967, 'oven': 0.533, 'sink': 0.5523}","{'dish': 3.31, 'coffee machine': 1.39, 'oven': 358.26, 'sink': 352.71}",[],drawer,{},"Container id 12, is a ""drawer"" below the countertop."
702,1,images/kitchen/15_segmented_sun_avdeakyjwzxtynyf.jpg,"[[272, 178], [230, 187], [234, 276], [274, 259]]",cabinet door,0.497,"[[0, 154], [512, 154], [512, 378], [0, 378]]",below,2.227,98.0,44.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": 708, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": ""microwave"", ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": ""sink"", ""bottom_left"": null, ""bottom_right"": null}","{'refrigerator': 0.3393, 'coffee machine': 0.3389, 'electronic kettle': 0.2268, 'stove': 0.1185, 'sink': 0.1533, 'microwave': 0.0896, 'dishwasher': 0.3454, 'oven': 0.1004}","{'refrigerator': 3.58, 'coffee machine': 2.52, 'electronic kettle': 345.96, 'stove': 274.49, 'sink': 310.43, 'microwave': 249.74, 'dishwasher': 212.46, 'oven': 248.66}",[],cabinet door,"{'stove': 2, 'microwave': 1, 'oven': 1}","Container id 1, is a ""cabinet door"" below the countertop. Additionally, it is the 2nd closest to the stove, the closest to the microwave, and the closest to the oven."
703,2,images/kitchen/15_segmented_sun_avdeakyjwzxtynyf.jpg,"[[255, 30], [255, 119], [296, 120], [298, 33]]",cabinet door,0.447,"[[0, 154], [512, 154], [512, 378], [0, 378]]",above,2.093,90.0,43.0,"{""above"": null, ""below"": null, ""left"": 712, ""right"": 704, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": ""stove"", ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": ""oven"", ""bottom_right"": ""sink""}","{'refrigerator': 0.3957, 'coffee machine': 0.3917, 'electronic kettle': 0.2567, 'stove': 0.12, 'sink': 0.1337, 'microwave': 0.1654, 'dishwasher': 0.3321, 'oven': 0.1594}","{'refrigerator': 40.33, 'coffee machine': 39.63, 'electronic kettle': 44.5, 'stove': 103.33, 'sink': 62.16, 'microwave': 114.25, 'dishwasher': 171.43, 'oven': 117.45}",[],cabinet door,{},"Container id 2, is a ""cabinet door"" above the countertop."
704,3,images/kitchen/15_segmented_sun_avdeakyjwzxtynyf.jpg,"[[332, 30], [300, 33], [300, 120], [329, 121]]",cabinet door,0.424,"[[0, 154], [512, 154], [512, 378], [0, 378]]",above,2.844,91.0,32.0,"{""above"": null, ""below"": null, ""left"": 703, ""right"": 714, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": ""sink"", ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": ""stove"", ""bottom_right"": null}","{'refrigerator': 0.3504, 'coffee machine': 0.3459, 'electronic kettle': 0.2164, 'stove': 0.1464, 'sink': 0.1175, 'microwave': 0.1983, 'dishwasher': 0.3931, 'oven': 0.195}","{'refrigerator': 46.77, 'coffee machine': 46.06, 'electronic kettle': 55.88, 'stove': 127.61, 'sink': 89.62, 'microwave': 130.82, 'dishwasher': 172.88, 'oven': 133.86}",[],cabinet door,{},"Container id 3, is a ""cabinet door"" above the countertop."
705,4,images/kitchen/15_segmented_sun_avdeakyjwzxtynyf.jpg,"[[167, 15], [170, 120], [202, 121], [200, 22]]",cabinet door,0.397,"[[0, 154], [512, 154], [512, 378], [0, 378]]",above,3.029,106.0,35.0,"{""above"": null, ""below"": null, ""left"": 707, ""right"": 712, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": ""dishwasher"", ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": ""oven""}","{'refrigerator': 0.5183, 'coffee machine': 0.5151, 'electronic kettle': 0.3774, 'stove': 0.1712, 'sink': 0.2422, 'microwave': 0.1771, 'dishwasher': 0.1942, 'oven': 0.1663}","{'refrigerator': 30.82, 'coffee machine': 30.22, 'electronic kettle': 30.11, 'stove': 47.47, 'sink': 31.81, 'microwave': 64.8, 'dishwasher': 162.33, 'oven': 65.13}",[],cabinet door,{},"Container id 4, is a ""cabinet door"" above the countertop."
706,5,images/kitchen/15_segmented_sun_avdeakyjwzxtynyf.jpg,"[[416, 23], [370, 27], [369, 74], [414, 72]]",cabinet door,0.375,"[[0, 154], [512, 154], [512, 378], [0, 378]]",above,1.085,51.0,47.0,"{""above"": null, ""below"": null, ""left"": 714, ""right"": 709, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'refrigerator': 0.3207, 'coffee machine': 0.3148, 'electronic kettle': 0.2216, 'stove': 0.2633, 'sink': 0.2, 'microwave': 0.316, 'dishwasher': 0.5191, 'oven': 0.3148}","{'refrigerator': 68.21, 'coffee machine': 67.79, 'electronic kettle': 89.9, 'stove': 143.02, 'sink': 126.94, 'microwave': 142.47, 'dishwasher': 169.89, 'oven': 144.45}",[],cabinet door,{},"Container id 5, is a ""cabinet door"" above the countertop."
707,6,images/kitchen/15_segmented_sun_avdeakyjwzxtynyf.jpg,"[[126, 7], [126, 46], [141, 52], [138, 121], [168, 122], [164, 14]]",cabinet door,0.399,"[[0, 154], [512, 154], [512, 378], [0, 378]]",above,2.738,115.0,42.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": 705, ""top_left"": 710, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": ""dishwasher"", ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": ""sink"", ""bottom_right"": null}","{'refrigerator': 0.5812, 'coffee machine': 0.5782, 'electronic kettle': 0.4407, 'stove': 0.2284, 'sink': 0.3052, 'microwave': 0.2237, 'dishwasher': 0.1413, 'oven': 0.2129}","{'refrigerator': 28.79, 'coffee machine': 28.25, 'electronic kettle': 27.54, 'stove': 37.99, 'sink': 27.74, 'microwave': 51.35, 'dishwasher': 148.73, 'oven': 50.92}",[],cabinet door,{'dishwasher': 2},"Container id 6, is a ""cabinet door"" above the countertop. Additionally, it is the 2nd closest to the dishwasher."
708,7,images/kitchen/15_segmented_sun_avdeakyjwzxtynyf.jpg,"[[286, 177], [284, 255], [310, 265], [310, 254], [333, 237], [333, 182]]",drawer,0.411,"[[0, 154], [512, 154], [512, 378], [0, 378]]",below,1.796,88.0,49.0,"{""above"": 715, ""below"": null, ""left"": 702, ""right"": null, ""top_left"": null, ""top_right"": 716, ""bottom_left"": null, ""bottom_right"": null}","{""above"": ""sink"", ""below"": null, ""left"": null, ""right"": ""electronic kettle"", ""top_left"": ""stove"", ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'refrigerator': 0.2498, 'coffee machine': 0.2495, 'electronic kettle': 0.1439, 'stove': 0.1471, 'sink': 0.1223, 'microwave': 0.1499, 'dishwasher': 0.4258, 'oven': 0.1599}","{'refrigerator': 3.67, 'coffee machine': 2.23, 'electronic kettle': 335.25, 'stove': 237.03, 'sink': 274.73, 'microwave': 216.58, 'dishwasher': 206.6, 'oven': 218.12}",[],drawer,"{'refrigerator': 2, 'coffee machine': 2}","Container id 7, is a ""drawer"" below the countertop. Additionally, it is the 2nd closest to the refrigerator, and the 2nd closest to the coffee machine."
709,8,images/kitchen/15_segmented_sun_avdeakyjwzxtynyf.jpg,"[[474, 17], [420, 22], [416, 73], [470, 72]]",cabinet door,0.373,"[[0, 154], [512, 154], [512, 378], [0, 378]]",above,0.966,56.0,58.0,"{""above"": null, ""below"": null, ""left"": 706, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'refrigerator': 0.3046, 'coffee machine': 0.2984, 'electronic kettle': 0.2408, 'stove': 0.3355, 'sink': 0.2614, 'microwave': 0.3874, 'dishwasher': 0.6016, 'oven': 0.3875}","{'refrigerator': 83.19, 'coffee machine': 83.04, 'electronic kettle': 110.03, 'stove': 150.91, 'sink': 140.98, 'microwave': 149.4, 'dishwasher': 170.83, 'oven': 151.02}",[],cabinet door,{},"Container id 8, is a ""cabinet door"" above the countertop."
710,9,images/kitchen/15_segmented_sun_avdeakyjwzxtynyf.jpg,"[[66, 0], [70, 41], [122, 47], [120, 6]]",cabinet door,0.368,"[[0, 154], [512, 154], [512, 378], [0, 378]]",above,0.839,47.0,56.0,"{""above"": null, ""below"": null, ""left"": 711, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": 707}","{""above"": null, ""below"": ""dishwasher"", ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'refrigerator': 0.6772, 'coffee machine': 0.6741, 'electronic kettle': 0.5364, 'stove': 0.3251, 'sink': 0.401, 'microwave': 0.3182, 'dishwasher': 0.1381, 'oven': 0.3076}","{'refrigerator': 29.93, 'coffee machine': 29.46, 'electronic kettle': 29.19, 'stove': 37.62, 'sink': 29.9, 'microwave': 46.95, 'dishwasher': 108.23, 'oven': 46.5}",[],cabinet door,{'dishwasher': 1},"Container id 9, is a ""cabinet door"" above the countertop. Additionally, it is the closest to the dishwasher."
711,10,images/kitchen/15_segmented_sun_avdeakyjwzxtynyf.jpg,"[[0, 0], [2, 35], [66, 39], [63, 0]]",cabinet door,0.361,"[[0, 154], [512, 154], [512, 378], [0, 378]]",above,0.591,39.0,66.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": 710, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": ""dishwasher"", ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'refrigerator': 0.7663, 'coffee machine': 0.7635, 'electronic kettle': 0.6262, 'stove': 0.4102, 'sink': 0.4908, 'microwave': 0.3957, 'dishwasher': 0.1491, 'oven': 0.3856}","{'refrigerator': 26.81, 'coffee machine': 26.39, 'electronic kettle': 25.49, 'stove': 30.19, 'sink': 25.05, 'microwave': 37.42, 'dishwasher': 68.84, 'oven': 36.8}",[],cabinet door,{},"Container id 10, is a ""cabinet door"" above the countertop."
712,11,images/kitchen/15_segmented_sun_avdeakyjwzxtynyf.jpg,"[[202, 22], [203, 90], [252, 92], [251, 31]]",cabinet door,0.367,"[[0, 154], [512, 154], [512, 378], [0, 378]]",above,1.4,70.0,50.0,"{""above"": null, ""below"": null, ""left"": 705, ""right"": 703, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'refrigerator': 0.4724, 'coffee machine': 0.4687, 'electronic kettle': 0.3319, 'stove': 0.1513, 'sink': 0.2009, 'microwave': 0.1774, 'dishwasher': 0.2626, 'oven': 0.1678}","{'refrigerator': 36.72, 'coffee machine': 36.1, 'electronic kettle': 38.42, 'stove': 70.97, 'sink': 46.03, 'microwave': 87.08, 'dishwasher': 163.22, 'oven': 88.79}",[],cabinet door,{},"Container id 11, is a ""cabinet door"" above the countertop."
713,12,images/kitchen/15_segmented_sun_avdeakyjwzxtynyf.jpg,"[[332, 120], [333, 120]]",cabinet door,0.352,"[[0, 154], [512, 154], [512, 378], [0, 378]]",above,0.0,0.0,1.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'refrigerator': 0.2828, 'coffee machine': 0.2787, 'electronic kettle': 0.1449, 'stove': 0.1255, 'sink': 0.055, 'microwave': 0.1764, 'dishwasher': 0.4177, 'oven': 0.1773}","{'refrigerator': 41.17, 'coffee machine': 40.2, 'electronic kettle': 49.4, 'stove': 158.09, 'sink': 118.58, 'microwave': 152.69, 'dishwasher': 182.8, 'oven': 156.22}",[],cabinet door,{'sink': 1},"Container id 12, is a ""cabinet door"" above the countertop. Additionally, it is the closest to the sink."
714,13,images/kitchen/15_segmented_sun_avdeakyjwzxtynyf.jpg,"[[368, 27], [333, 30], [333, 113], [336, 77], [366, 74]]",drawer,0.35,"[[0, 154], [512, 154], [512, 378], [0, 378]]",above,2.457,86.0,35.0,"{""above"": null, ""below"": null, ""left"": 704, ""right"": 706, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": ""sink"", ""bottom_right"": null}","{'refrigerator': 0.3332, 'coffee machine': 0.3281, 'electronic kettle': 0.2101, 'stove': 0.1938, 'sink': 0.1447, 'microwave': 0.2465, 'dishwasher': 0.4454, 'oven': 0.2443}","{'refrigerator': 55.28, 'coffee machine': 54.65, 'electronic kettle': 70.2, 'stove': 136.05, 'sink': 109.97, 'microwave': 136.85, 'dishwasher': 171.32, 'oven': 139.34}",[],drawer,{},"Container id 13, is a ""drawer"" above the countertop."
715,14,images/kitchen/15_segmented_sun_avdeakyjwzxtynyf.jpg,"[[286, 191], [286, 204], [333, 211], [331, 197]]",drawer,0.332,"[[0, 154], [512, 154], [512, 378], [0, 378]]",below,0.426,20.0,47.0,"{""above"": null, ""below"": 716, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'refrigerator': 0.2568, 'coffee machine': 0.2554, 'electronic kettle': 0.1323, 'stove': 0.1128, 'sink': 0.0793, 'microwave': 0.1283, 'dishwasher': 0.4078, 'oven': 0.137}","{'refrigerator': 13.36, 'coffee machine': 11.98, 'electronic kettle': 352.66, 'stove': 225.2, 'sink': 277.69, 'microwave': 200.99, 'dishwasher': 201.18, 'oven': 203.85}",[],drawer,"{'electronic kettle': 1, 'stove': 1, 'sink': 2, 'microwave': 2, 'oven': 2}","Container id 14, is a ""drawer"" below the countertop. Additionally, it is the closest to the electronic kettle, the closest to the stove, the 2nd closest to the sink, the 2nd closest to the microwave, and the 2nd closest to the oven."
716,15,images/kitchen/15_segmented_sun_avdeakyjwzxtynyf.jpg,"[[286, 206], [287, 232], [323, 240], [332, 238], [333, 213]]",drawer,0.369,"[[0, 154], [512, 154], [512, 378], [0, 378]]",below,0.723,34.0,47.0,"{""above"": 715, ""below"": null, ""left"": 702, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": 708, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'refrigerator': 0.2456, 'coffee machine': 0.2452, 'electronic kettle': 0.1381, 'stove': 0.1463, 'sink': 0.1181, 'microwave': 0.1512, 'dishwasher': 0.4281, 'oven': 0.1611}","{'refrigerator': 4.66, 'coffee machine': 3.2, 'electronic kettle': 335.97, 'stove': 234.71, 'sink': 272.71, 'microwave': 214.35, 'dishwasher': 205.85, 'oven': 216.02}",[],drawer,"{'refrigerator': 1, 'coffee machine': 1, 'electronic kettle': 2}","Container id 15, is a ""drawer"" below the countertop. Additionally, it is the closest to the refrigerator, the closest to the coffee machine, and the 2nd closest to the electronic kettle."
745,1,images/kitchen/6_segmented_sun_afstlyyibsjscpbm.jpg,"[[117, 53], [80, 55], [81, 121], [118, 120]]",cabinet door,0.501,"[[0, 156], [256, 156], [256, 256], [0, 256]]",above,1.789,68.0,38.0,"{""above"": null, ""below"": null, ""left"": 746, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": ""oven"", ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'electronic kettle': 0.3445, 'oven': 0.2793, 'sink': 0.313, 'dishwasher': 0.3304}","{'electronic kettle': 28.36, 'oven': 81.18, 'sink': 44.02, 'dishwasher': 38.21}",[],cabinet door,{},"Container id 1, is a ""cabinet door"" above the countertop."
746,2,images/kitchen/6_segmented_sun_afstlyyibsjscpbm.jpg,"[[43, 57], [43, 120], [76, 120], [76, 58]]",cabinet door,0.44,"[[0, 156], [256, 156], [256, 256], [0, 256]]",above,1.909,63.0,33.0,"{""above"": null, ""below"": null, ""left"": 747, ""right"": 745, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'electronic kettle': 0.442, 'oven': 0.3114, 'sink': 0.3965, 'dishwasher': 0.4196}","{'electronic kettle': 21.15, 'oven': 60.8, 'sink': 32.56, 'dishwasher': 28.51}",[],cabinet door,{},"Container id 2, is a ""cabinet door"" above the countertop."
